"Land","Jahr","Kategorie","Wert"
"Jordanien",2000,"KM2",0
"Kuwait",2000,"KM2",0
"Malaysia",2000,"KM2",1052559
"Oman",2000,"KM2",15942
"Pakistan",2000,"KM2",112935
"Philippinen",2000,"KM2",0
"Saudi-Arabien",2000,"KM2",26069
"Singapur",2000,"KM2",4158887
"Südkorea",2000,"KM2",0
"Thailand",2000,"KM2",25230
"Belgien",2001,"KM2",35976
"Dänemark",2001,"KM2",0
"Deutschland",2001,"KM2",24450203
"Finnland",2001,"KM2",98001
"Frankreich",2001,"KM2",277834
"Grossbritannien",2001,"KM2",30749
"Griechenland",2001,"KM2",20425
"Irland",2001,"KM2",460
"Island",2001,"KM2",0
"Italien",2001,"KM2",1295422
"Kasachstan",2001,"KM2",0
"Luxemburg",2001,"KM2",0
"Lettland",2001,"KM2",0
"Litauen",2001,"KM2",0
"Malta",2001,"KM2",0
"Niederlande",2001,"KM2",1358898
"Norwegen",2001,"KM2",0
"Österreich",2001,"KM2",540686
"Polen",2001,"KM2",65070
"Portugal",2001,"KM2",0
"Rumänien",2001,"KM2",3816485
"Schweden",2001,"KM2",3962484
"Slowakei",2001,"KM2",0
"Slowenien",2001,"KM2",0
"Spanien",2001,"KM2",5534776
"Tschechien",2001,"KM2",0
"Türkei",2001,"KM2",0
"Zypern",2001,"KM2",0
"Ägypten",2001,"KM2",17
"Botswana",2001,"KM2",0
"Burkina Faso",2001,"KM2",0
"Elfenbeinküste",2001,"KM2",0
"Gabun",2001,"KM2",0
"Kenia",2001,"KM2",0
"Madagaskar",2001,"KM2",0
"Malawi",2001,"KM2",0
"Südafrika",2001,"KM2",0
"Sudan",2001,"KM2",0
"Sambia",2001,"KM2",0
"Uganda",2001,"KM2",0
"Vereinigte Arabische Emirate",2001,"KM2",0
"Australien",2001,"KM2",0
"Bahrain",2001,"KM2",684330
"Hong-Kong",2001,"KM2",0
"Indien",2001,"KM2",0
"Indonesien",2001,"KM2",0
"Japan",2001,"KM2",60115
"Jordanien",2001,"KM2",0
"Katar",2001,"KM2",0
"Südkorea",2001,"KM2",0
"Kuwait",2001,"KM2",0
"Macau",2001,"KM2",0
"Malaysia",2001,"KM2",36403
"Neuseeland",2001,"KM2",0
"Oman",2001,"KM2",43350
"Pakistan",2001,"KM2",457225
"Philippinen",2001,"KM2",0
"Saudi-Arabien",2001,"KM2",475826
"Singapur",2001,"KM2",1180295
"Thailand",2001,"KM2",0
"Argentinien",2001,"KM2",23719
"Barbados",2001,"KM2",0
"Brasilien",2001,"KM2",102277
"Chile",2001,"KM2",0
"Kanada",2001,"KM2",0
"USA",2001,"KM2",103
"Belgien",2002,"KM2",31553
"Bosnien-Herzegowina",2002,"KM2",0
"Bulgarien",2002,"KM2",0
"Dänemark",2002,"KM2",70720
"Deutschland",2002,"KM2",31099052
"Finnnland",2002,"KM2",79516
"Frankreich",2002,"KM2",1482891
"Grossbritannien",2002,"KM2",47884
"Irland",2002,"KM2",0
"Island",2002,"KM2",0
"Italien",2002,"KM2",255758
"Lettland",2002,"KM2",0
"Luxemburg",2002,"KM2",0
"Niederlande",2002,"KM2",1702738
"Norwegen",2002,"KM2",1292
"Österreich",2002,"KM2",216756
"Polen",2002,"KM2",21402
"Rumänien",2002,"KM2",4153755
"Schweden",2002,"KM2",1149133
"Slowakei",2002,"KM2",0
"Spanien",2002,"KM2",623742
"Tschechien",2002,"KM2",0
"Türkei",2002,"KM2",0
"Ungarn",2002,"KM2",18755
"Ägypten",2002,"KM2",0
"Benin",2002,"KM2",0
"Kap Verde",2002,"KM2",0
"Elfenbeinküste",2002,"KM2",0
"Gabun",2002,"KM2",0
"Südafrika",2002,"KM2",60775
"Sudan",2002,"KM2",0
"Tansania",2002,"KM2",0
"Tunesien",2002,"KM2",0
"Argentinien",2002,"KM2",0
"Barbados",2002,"KM2",0
"Brasilien",2002,"KM2",0
"Chile",2002,"KM2",6604
"Dominikanische Republik",2002,"KM2",0
"Ecuador",2002,"KM2",0
"Kanada",2002,"KM2",0
"Macau",2002,"KM2",0
"USA",2002,"KM2",38856
"Venezuela",2002,"KM2",0
"Vereinigte Arabische Emirate",2002,"KM2",0
"Bahrain",2002,"KM2",1539848
"Hong-Kong",2002,"KM2",0
"Israel",2002,"KM2",0
"Japan",2002,"KM2",7155
"Jordanien",2002,"KM2",789150
"Katar",2002,"KM2",0
"Südkorea",2002,"KM2",0
"Kuwait",2002,"KM2",0
"Malaysia",2002,"KM2",956098
"Oman",2002,"KM2",30837
"Philippinen",2002,"KM2",0
"Saudi-Arabien",2002,"KM2",319853
"Singapur",2002,"KM2",361465
"Thailand",2002,"KM2",0
"Australien",2002,"KM2",0
"Andorra",2003,"KM2",0
"Belgien",2003,"KM2",264947
"Bosnien-Herzegowina",2003,"KM2",0
"Bulgarien",2003,"KM2",0
"Dänemark",2003,"KM2",322210
"Deutschland",2003,"KM2",18113673
"Estland",2003,"KM2",0
"Finnland",2003,"KM2",459442
"Frankreich",2003,"KM2",1721461
"Griechenland",2003,"KM2",1908
"Grossbritannien",2003,"KM2",80546
"Irland",2003,"KM2",0
"Island",2003,"KM2",0
"Italien",2003,"KM2",967294
"Litauen",2003,"KM2",0
"Luxemburg",2003,"KM2",0
"Malta",2003,"KM2",0
"Niederlande",2003,"KM2",2811301
"Norwegen",2003,"KM2",0
"Österreich",2003,"KM2",2061839
"Polen",2003,"KM2",0
"Portugal",2003,"KM2",0
"Rumänien",2003,"KM2",450939
"Russland",2003,"KM2",0
"San Marino",2003,"KM2",0
"Schweden",2003,"KM2",1217026
"Slowakei",2003,"KM2",0
"Slowenien",2003,"KM2",0
"Spanien",2003,"KM2",2943262
"Tschechien",2003,"KM2",0
"Türkei",2003,"KM2",0
"Ungarn",2003,"KM2",0
"Ägypten",2003,"KM2",0
"Benin",2003,"KM2",0
"Botswana",2003,"KM2",0
"Gabun",2003,"KM2",0
"Ghana",2003,"KM2",0
"Südafrika",2003,"KM2",103986
"Tansania",2003,"KM2",0
"Tunesien",2003,"KM2",0
"Argentinien",2003,"KM2",1000
"Barbados",2003,"KM2",0
"Brasilien",2003,"KM2",0
"Chile",2003,"KM2",252806
"Dominikanische Republik",2003,"KM2",0
"Kanada",2003,"KM2",110462
"USA",2003,"KM2",551006
"Vereinigte Arabische Emirate",2003,"KM2",4600
"Bahrain",2003,"KM2",87104
"Indonesien",2003,"KM2",0
"Japan",2003,"KM2",40425
"Jordanien",2003,"KM2",0
"Südkorea",2003,"KM2",0
"Kuwait",2003,"KM2",0
"Libanon",2003,"KM2",0
"Macau",2003,"KM2",0
"Malaysia",2003,"KM2",686201
"Oman",2003,"KM2",20756
"Pakistan",2003,"KM2",5800
"Philippinen",2003,"KM2",0
"Saudi-Arabien",2003,"KM2",3527706
"Singapur",2003,"KM2",914186
"Thailand",2003,"KM2",51410
"Australien",2003,"KM2",0
"Neuseeland",2003,"KM2",0
"Belgien",2004,"KM2",214672
"Bosnien-Herzegowina",2004,"KM2",0
"Bulgarien",2004,"KM2",0
"Dänemark",2004,"KM2",0
"Deutschland",2004,"KM2",2828455
"Estland",2004,"KM2",0
"Finnland",2004,"KM2",94480
"Frankreich",2004,"KM2",313654
"Griechenland",2004,"KM2",17760
"Grossbritannien",2004,"KM2",934612
"Irland",2004,"KM2",78300
"Italien",2004,"KM2",646907
"Lettland",2004,"KM2",0
"Litauen",2004,"KM2",0
"Luxemburg",2004,"KM2",0
"Malta",2004,"KM2",0
"Niederlande",2004,"KM2",2727850
"Norwegen",2004,"KM2",0
"Österreich",2004,"KM2",1186638
"Polen",2004,"KM2",0
"Portugal",2004,"KM2",0
"Rumänien",2004,"KM2",16201
"Russland",2004,"KM2",0
"San Marino",2004,"KM2",0
"Schweden",2004,"KM2",1956075
"Slowakei",2004,"KM2",0
"Slowenien",2004,"KM2",0
"Spanien",2004,"KM2",3123488
"Tschechien",2004,"KM2",0
"Türkei",2004,"KM2",0
"Ungarn",2004,"KM2",0
"Ägypten",2004,"KM2",440770
"Botswana",2004,"KM2",0
"Kenia",2004,"KM2",0
"Südafrika",2004,"KM2",371144
"Tunesien",2004,"KM2",0
"Argentinien",2004,"KM2",0
"Brasilien",2004,"KM2",0
"Chile",2004,"KM2",0
"Dominikanische Republik",2004,"KM2",0
"Kanada",2004,"KM2",155
"Uruguay",2004,"KM2",0
"USA",2004,"KM2",4118584
"Vereinigte Arabische Emirate",2004,"KM2",40143
"Bahrain",2004,"KM2",49000
"Hong-Kong",2004,"KM2",0
"Indonesien",2004,"KM2",0
"Japan",2004,"KM2",17025
"Jordanien",2004,"KM2",1670000
"Südkorea",2004,"KM2",0
"Kuwait",2004,"KM2",0
"Libanon",2004,"KM2",0
"Macau",2004,"KM2",0
"Malaysia",2004,"KM2",1414454
"Oman",2004,"KM2",225560
"Saudi-Arabien",2004,"KM2",158618
"Singapur",2004,"KM2",3336701
"Thailand",2004,"KM2",0
"Australien",2004,"KM2",0
"Belgien",2005,"KM2",50206
"Bosnien-Herzegowina",2005,"KM2",0
"Bulgarien",2005,"KM2",0
"Dänemark",2005,"KM2",0
"Deutschland",2005,"KM2",3169071
"Estland",2005,"KM2",0
"Finnland",2005,"KM2",188260
"Frankreich",2005,"KM2",140660
"Griechenland",2005,"KM2",0
"Grossbritannien",2005,"KM2",538825
"Irland",2005,"KM2",0
"Island",2005,"KM2",0
"Italien",2005,"KM2",431843
"Kasachstan",2005,"KM2",0
"Kirgisistan",2005,"KM2",0
"Kroatien",2005,"KM2",0
"Litauen",2005,"KM2",0
"Luxemburg",2005,"KM2",0
"Malta",2005,"KM2",0
"Niederlande",2005,"KM2",406797
"Norwegen",2005,"KM2",0
"Österreich",2005,"KM2",2867316
"Polen",2005,"KM2",0
"Portugal",2005,"KM2",0
"Rumänien",2005,"KM2",3374235
"San Marino",2005,"KM2",0
"Schweden",2005,"KM2",508079
"Slowakei",2005,"KM2",0
"Slowenien",2005,"KM2",0
"Spanien",2005,"KM2",1439940
"Tschechien",2005,"KM2",0
"Türkei",2005,"KM2",0
"Ungarn",2005,"KM2",1132
"Zypern",2005,"KM2",0
"Ägypten",2005,"KM2",440145
"Benin",2005,"KM2",0
"Botswana",2005,"KM2",0
"Burkina Faso",2005,"KM2",0
"Kamerun",2005,"KM2",0
"Libyen",2005,"KM2",0
"Namibia",2005,"KM2",0
"Niger",2005,"KM2",0
"Südafrika",2005,"KM2",386066
"Tunesien",2005,"KM2",0
"Argentinien",2005,"KM2",154910
"Barbados",2005,"KM2",0
"Brasilien",2005,"KM2",0
"Chile",2005,"KM2",5355643
"Costa Rica",2005,"KM2",0
"Dominikanische Republik",2005,"KM2",0
"Kanada",2005,"KM2",0
"Peru",2005,"KM2",0
"USA",2005,"KM2",1004374
"Vereinigte Arabische Emirate",2005,"KM2",76880
"Bahrain",2005,"KM2",64272
"Bhutan",2005,"KM2",0
"Brunei",2005,"KM2",0
"Hong-Kong",2005,"KM2",0
"Indien",2005,"KM2",13060
"Indonesien",2005,"KM2",0
"Japan",2005,"KM2",0
"Jordanien",2005,"KM2",0
"Kuwait",2005,"KM2",0
"Libanon",2005,"KM2",0
"Macau",2005,"KM2",0
"Malaysia",2005,"KM2",414903
"Oman",2005,"KM2",55048
"Saudi-Arabien",2005,"KM2",772355
"Singapur",2005,"KM2",2424509
"Thailand",2005,"KM2",0
"Australien",2005,"KM2",0
"Neuseeland",2005,"KM2",0
"Belgien",2006,"KM2",3195
"Bosnien-Herzegowina",2006,"KM2",0
"Bulgarien",2006,"KM2",0
"Dänemark",2006,"KM2",0
"Deutschland",2006,"KM2",14843483
"Estland",2006,"KM2",0
"Finnland",2006,"KM2",303878
"Frankreich",2006,"KM2",5024844
"Griechenland",2006,"KM2",6991139
"Grossbritannien",2006,"KM2",1484177
"Irland",2006,"KM2",509685
"Island",2006,"KM2",0
"Italien",2006,"KM2",443338
"Kroatien",2006,"KM2",0
"Lettland",2006,"KM2",0
"Litauen",2006,"KM2",0
"Luxemburg",2006,"KM2",0
"Niederlande",2006,"KM2",274772
"Norwegen",2006,"KM2",0
"Österreich",2006,"KM2",1196620
"Polen",2006,"KM2",0
"Portugal",2006,"KM2",0
"Rumänien",2006,"KM2",95908
"San Marino",2006,"KM2",0
"Schweden",2006,"KM2",1387300
"Slowakei",2006,"KM2",0
"Slowenien",2006,"KM2",0
"Spanien",2006,"KM2",4752187
"Tschechien",2006,"KM2",0
"Türkei",2006,"KM2",0
"Ungarn",2006,"KM2",8480
"Zypern",2006,"KM2",0
"Ägypten",2006,"KM2",1061000
"Benin",2006,"KM2",0
"Botswana",2006,"KM2",0
"Guinea-Bissau",2006,"KM2",0
"Kamerun",2006,"KM2",0
"Namibia",2006,"KM2",0
"Niger",2006,"KM2",0
"Südafrika",2006,"KM2",76000
"Argentinien",2006,"KM2",46680
"Barbados",2006,"KM2",0
"Brasilien",2006,"KM2",0
"Chile",2006,"KM2",0
"Kanada",2006,"KM2",0
"USA",2006,"KM2",1979729
"Vereinigte Arabische Emirate",2006,"KM2",284870
"Bahrain",2006,"KM2",311912
"Hong-Kong",2006,"KM2",0
"Indien",2006,"KM2",0
"Japan",2006,"KM2",61560
"Jordanien",2006,"KM2",0
"Katar",2006,"KM2",0
"Südkorea",2006,"KM2",0
"Kuwait",2006,"KM2",0
"Macau",2006,"KM2",0
"Malaysia",2006,"KM2",1323265
"Oman",2006,"KM2",115932
"Saudi-Arabien",2006,"KM2",136618
"Singapur",2006,"KM2",2766926
"Australien",2006,"KM2",0
"Neuseeland",2006,"KM2",0
"Belgien",2007,"KM2",913770
"Bosnien-Herzegowina",2007,"KM2",0
"Bulgarien",2007,"KM2",0
"Dänemark",2007,"KM2",11788307
"Deutschland",2007,"KM2",11921930
"Estland",2007,"KM2",0
"Finnland",2007,"KM2",612001
"Frankreich",2007,"KM2",2992946
"Griechenland",2007,"KM2",6513848
"Grossbritannien",2007,"KM2",1721069
"Irland",2007,"KM2",0
"Island",2007,"KM2",0
"Italien",2007,"KM2",2473084
"Kasachstan",2007,"KM2",0
"Kroatien",2007,"KM2",0
"Litauen",2007,"KM2",0
"Luxemburg",2007,"KM2",0
"Malta",2007,"KM2",0
"Niederlande",2007,"KM2",4479845
"Norwegen",2007,"KM2",0
"Österreich",2007,"KM2",1703659
"Polen",2007,"KM2",0
"Portugal",2007,"KM2",0
"Rumänien",2007,"KM2",30115
"Russland",2007,"KM2",0
"San Marino",2007,"KM2",0
"Schweden",2007,"KM2",2586720
"Slowakei",2007,"KM2",0
"Slowenien",2007,"KM2",0
"Spanien",2007,"KM2",2682953
"Tschechien",2007,"KM2",0
"Türkei",2007,"KM2",0
"Ukraine",2007,"KM2",0
"Ungarn",2007,"KM2",0
"Zypern",2007,"KM2",0
"Ägypten",2007,"KM2",0
"Kenia",2007,"KM2",0
"Niger",2007,"KM2",0
"Südafrika",2007,"KM2",357890
"Argentinien",2007,"KM2",623668
"Barbados",2007,"KM2",0
"Brasilien",2007,"KM2",2232
"Chile",2007,"KM2",219366
"Kanada",2007,"KM2",0
"USA",2007,"KM2",213884
"Uruguay",2007,"KM2",0
"Venezuela",2007,"KM2",0
"Vereinigte Arabische Emirate",2007,"KM2",965703
